Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0699924818342827,4.77680336962046E-09,0.266986488786553,0,0,0,4.36726752622487,0.120130237589006,2.47975489095435E-06,-3.27227207151588E-05,0.191286662671253,2.68105956435735E-10,0.301245720968892,0,0,0,0,0,0,package://0724 urdf/meshes/base_link.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://0724 urdf/meshes/base_link.STL,,BASE 상-3-1;PART ASS'Y-2-1/BASE 하-3-2;PART ASS'Y-2-1/지지대-2-1;PART ASS'Y-2-1/지지대-3-1;PART ASS'Y-2-1/지지대-1;PART ASS'Y-2-1/PLATE SUPPORT SHAFT-8;PART ASS'Y-2-1/PLATE SUPPORT SHAFT-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-1/MOTOR(MSMF012L1T2-100W)-3;PART ASS'Y-2-1/PLATE SUPPORT SHAFT-9;PART ASS'Y-2-1/PLATE SUPPORT SHAFT-2;PART ASS'Y-2-1/PLATE SUPPORT SHAFT-10;PART ASS'Y-2-1/PLATE SUPPORT SHAFT-3;PART ASS'Y-2-1/감속기 부착 ASS'Y-2/MOTOR(MSMF012L1T2-100W)-3;PART ASS'Y-2-1/PLATE SUPPORT SHAFT-11;PART ASS'Y-2-1/PLATE SUPPORT SHAFT-7;PART ASS'Y-2-1/T PLATE-1-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-1/KSBL - 44-1 30-46-M4-S8-5/KSBL - 44-1 30-46-M4-S8.stp-1/44-BK(30-46-M4).stp-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-1/KSBL - 44-1 30-46-M4-S8-5/KSBL - 44-1 30-46-M4-S8.stp-1/KSBL-44-1.stp-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-2/KSBL - 44-1 30-46-M4-S8-5/KSBL - 44-1 30-46-M4-S8.stp-1/KSBL-44-1.stp-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-2/KSBL - 44-1 30-46-M4-S8-5/KSBL - 44-1 30-46-M4-S8.stp-1/44-BK(30-46-M4).stp-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-2/motor plate-3-2;PART ASS'Y-2-1/감속기 부착 ASS'Y-1/motor plate-3-2;PART ASS'Y-2-1/UCP201-2;PART ASS'Y-2-1/BEARING JOINT SHAFT-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
swing_link,2.89027833825533E-08,0.0605903676257634,0.00266440834148721,0,0,0,1.44344385530309,0.00290322324922314,-5.3629396489287E-10,-2.47940935714728E-06,0.00598687173589356,3.64864367309232E-06,0.00529337280538947,0,0,0,0,0,0,package://0724 urdf/meshes/swing_link.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://0724 urdf/meshes/swing_link.STL,,PART ASS'Y-1-1/UCP201-2;PART ASS'Y-1-1/T PLATE-2-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-1/MOTOR(MSMF012L1T2-100W)-3;PART ASS'Y-1-1/감속기 부착 ASS'Y-2/MOTOR(MSMF012L1T2-100W)-3;PART ASS'Y-1-1/감속기 부착 ASS'Y-1/KSBL - 44-1 30-46-M4-S8-5/KSBL - 44-1 30-46-M4-S8.stp-1/44-BK(30-46-M4).stp-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-1/KSBL - 44-1 30-46-M4-S8-5/KSBL - 44-1 30-46-M4-S8.stp-1/KSBL-44-1.stp-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-2/KSBL - 44-1 30-46-M4-S8-5/KSBL - 44-1 30-46-M4-S8.stp-1/44-BK(30-46-M4).stp-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-2/KSBL - 44-1 30-46-M4-S8-5/KSBL - 44-1 30-46-M4-S8.stp-1/KSBL-44-1.stp-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-2/motor plate-3-2;PART ASS'Y-1-1/감속기 부착 ASS'Y-1/motor plate-3-2;PART ASS'Y-1-1/UCP201-1,Origin_swing_joint4,,swing_joint,revolute,0.226,0,0.19572,-1.5708,0,-1.5708,base_link,0,0,1,0,0,-0.2,0.2,,,,,,,,
wheel_fr,-0.00570311862923931,0.0422312078327481,-0.00829956160844914,0,0,0,0.304138859926848,0.000395045316087024,-2.69138802125918E-06,-4.80158404940406E-07,0.000414316538014111,3.47729172120058E-06,0.000760266253987474,0,0,0,0,0,0,package://0724 urdf/meshes/wheel_fr.STL,0,1,0,1,0,0,0,0,0,0,package://0724 urdf/meshes/wheel_fr.STL,,PART ASS'Y-1-1/감속기 부착 ASS'Y-2/작은 스퍼기어1-5차측-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-2/INEER WHE-2EL-5;PART ASS'Y-1-1/감속기 부착 ASS'Y-2/맨겉뚜껑_v3-1-1,Origin_wheel_fr_joint,,wheel_fr_joint,continuous,0.32225,0.1648,0.03,1.5708,-1.5108,1.5708,swing_link,0,0,-1,,,,,,,,,,,,
tire_fr,7.76422831502976E-05,0.00868726029411421,0.0001059050331738,0,0,0,0.165142633558274,0.000463075796975926,-5.44937415188666E-09,7.50961713471071E-07,0.000907319831290129,-7.43304666822633E-09,0.000463549564232601,0,0,0,0,0,0,package://0724 urdf/meshes/tire_fr.STL,0.796078431372549,0.623529411764706,1,1,0,0,0,0,0,0,package://0724 urdf/meshes/tire_fr.STL,,PART ASS'Y-1-1/감속기 부착 ASS'Y-2/바깥 스퍼 기어(감속기)-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-2/outer cage_Ball Typ_홈깊게-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-2/tire160_돌출_홈깊게-1,Origin_tire_fr_joint,,tire_fr_joint,continuous,-0.0064373,0.047566,0.003,-1.5708,0,-2.4469,wheel_fr,0,1,0,,,,,,,,,,,,
wheel_fl,-0.00570311862923928,0.0422312078327481,-0.00829956160844919,0,0,0,0.304138859926847,0.000395045316087023,-2.69138802125915E-06,-4.80158404940521E-07,0.00041431653801411,3.47729172120065E-06,0.000760266253987473,0,0,0,0,0,0,package://0724 urdf/meshes/wheel_fl.STL,0,1,0,1,0,0,0,0,0,0,package://0724 urdf/meshes/wheel_fl.STL,,PART ASS'Y-1-1/감속기 부착 ASS'Y-1/작은 스퍼기어1-5차측-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-1/INEER WHE-2EL-5;PART ASS'Y-1-1/감속기 부착 ASS'Y-1/맨겉뚜껑_v3-1-1,Origin_wheel_fl_joint,,wheel_fl_joint,continuous,-0.32225,0.1648,0.03,-1.5708,1.5108,1.5708,swing_link,0,0,1,,,,,,,,,,,,
tire_fl,7.7642283151047E-05,0.00868726029411437,0.000105905033174342,0,0,0,0.165142633558273,0.000463075796975928,-5.44937415162008E-09,7.5096171347E-07,0.000907319831290127,-7.43304666820223E-09,0.000463549564232599,0,0,0,0,0,0,package://0724 urdf/meshes/tire_fl.STL,0.796078431372549,0.623529411764706,1,1,0,0,0,0,0,0,package://0724 urdf/meshes/tire_fl.STL,,PART ASS'Y-1-1/감속기 부착 ASS'Y-1/바깥 스퍼 기어(감속기)-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-1/outer cage_Ball Typ_홈깊게-1;PART ASS'Y-1-1/감속기 부착 ASS'Y-1/tire160_돌출_홈깊게-1,Origin_tire_fl_joint,,tire_fl_joint,continuous,-0.0064373,0.047566,0.003,-1.5708,0,-2.4469,wheel_fl,0,-1,0,,,,,,,,,,,,
wheel_rr,-0.00570311862923931,0.0422312078327481,-0.00829956160844908,0,0,0,0.304138859926848,0.000395045316087024,-2.6913880212591E-06,-4.80158404939289E-07,0.000414316538014111,3.47729172120071E-06,0.000760266253987474,0,0,0,0,0,0,package://0724 urdf/meshes/wheel_rr.STL,0,1,0,1,0,0,0,0,0,0,package://0724 urdf/meshes/wheel_rr.STL,,PART ASS'Y-2-1/감속기 부착 ASS'Y-2/작은 스퍼기어1-5차측-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-2/INEER WHE-2EL-5;PART ASS'Y-2-1/감속기 부착 ASS'Y-2/맨겉뚜껑_v3-1-1,Origin_wheel_rr_joint,,wheel_rr_joint,continuous,-0.244,-0.32225,0.030922,1.5708,0.059958,0,base_link,0,0,-1,,,,,,,,,,,,
tire_rr,7.76422831505197E-05,0.00868726029411432,0.00010590503317362,0,0,0,0.165142633558276,0.00046307579697593,-5.44937415025454E-09,7.50961713472426E-07,0.000907319831290135,-7.43304666863456E-09,0.000463549564232603,0,0,0,0,0,0,package://0724 urdf/meshes/tire_rr.STL,0.796078431372549,0.623529411764706,1,1,0,0,0,0,0,0,package://0724 urdf/meshes/tire_rr.STL,,PART ASS'Y-2-1/감속기 부착 ASS'Y-2/바깥 스퍼 기어(감속기)-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-2/outer cage_Ball Typ_홈깊게-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-2/tire160_돌출_홈깊게-1,Origin_tire_rr_joint,,tire_rr_joint,continuous,-0.0064373,0.047566,0.003,-1.5708,0,-2.4469,wheel_rr,0,1,0,,,,,,,,,,,,
wheel_rl,-0.00570311862923939,0.0422312078327481,-0.00829956160844914,0,0,0,0.304138859926847,0.000395045316087023,-2.6913880212591E-06,-4.80158404939232E-07,0.000414316538014111,3.47729172120071E-06,0.000760266253987473,0,0,0,0,0,0,package://0724 urdf/meshes/wheel_rl.STL,0,1,0,1,0,0,0,0,0,0,package://0724 urdf/meshes/wheel_rl.STL,,PART ASS'Y-2-1/감속기 부착 ASS'Y-1/작은 스퍼기어1-5차측-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-1/INEER WHE-2EL-5;PART ASS'Y-2-1/감속기 부착 ASS'Y-1/맨겉뚜껑_v3-1-1,Origin_wheel_rl_jont,,wheel_rl_jont,continuous,-0.244,0.32225,0.030922,1.5708,0.059958,-3.1416,base_link,0,0,1,,,,,,,,,,,,
tire_rl,7.76422831503532E-05,0.00868726029411443,0.00010590503317405,0,0,0,0.165142633558276,0.000463075796975933,-5.44937414973503E-09,7.50961713469743E-07,0.000907319831290136,-7.43304666839591E-09,0.000463549564232602,0,0,0,0,0,0,package://0724 urdf/meshes/tire_rl.STL,0.796078431372549,0.623529411764706,1,1,0,0,0,0,0,0,package://0724 urdf/meshes/tire_rl.STL,,PART ASS'Y-2-1/감속기 부착 ASS'Y-1/바깥 스퍼 기어(감속기)-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-1/outer cage_Ball Typ_홈깊게-1;PART ASS'Y-2-1/감속기 부착 ASS'Y-1/tire160_돌출_홈깊게-1,Origin_tire_rl_joint,,tire_rl_joint,continuous,-0.0064373,0.047566,0.003,-1.5708,0,-2.4469,wheel_rl,0,-1,0,,,,,,,,,,,,
